Description,Address,Price(Rands),Bedrooms,Bathrooms,Toilets,Garage
Stunning Plot For Sale Close to the Beach in Port Alfred,"West Beach, 8 Francolin Road",350000,0,0.0,0,0
3 Bedroom House for Sale in  Kleinmond,Kleinmond Central,2250000,3,3.0,0,0
Pet Friendly Gem in a Hearty Area!!!,"Allen's Nek, 29AliceSpr/986 Road 2",869000,3,2.0,2,0
"Beautiful views and good location, location, location","Stilbaai Wes, 46 Prinsloo",1990000,0,0.0,0,0
"PSSSST, all First Time Buyers - Moreletapark","Moreleta Park, 750 Rubenstein Street (Sanet Court)",750000,2,1.0,0,0
Hilton  -,Hilton,3495000,7,4.0,5,0
"Modern, Updated Features Throughout","Kyalami Hills, 249/1 Riverbend, East Road",1595000,2,2.0,2,0
For the family with lots of cars,Goedehoop,2340000,3,2.0,2,4
Ground Floor Unit in Ormonde View Estate,Ormonde View,640000,2,1.0,1,0
Ground Floor Unit - Lock Up & Go!!!!!!!!!!,Mulbarton,595000,2,1.0,1,0
The ideal first home!,Vanderbijlpark SE 4,1195000,3,2.0,3,2
Created To Enjoy,Pinelands,3995000,4,2.0,3,1
"Modern, Neat and Outstanding!",Vanes Estate,1650000,3,2.0,3,0
6 Bedroom  4 Bathroom  Home - So Many Options Here !!!,"Kenmare, 8 Dromore Street",1725000,6,4.0,5,1
Loose standing townhouse direct from the Developer,Raslouw,1099900,2,2.0,0,0
Lovely mid-century family home,Piet Retief,1880000,4,2.0,2,2
Versatile home,Die Boord,3200000,4,2.5,3,1
Multiple Use Property Situated On Main Road,"Ocean View, 120 lighthouse road",1995000,4,1.0,3,0
Sea View Plot Close to the Beach!,Cintsa East,400000,0,0.0,0,0
Vacant land in sought after golf estate,"Pennington, 1354/1354 Pen Valley Golf Estate, Off R102 Old Main Road, Pennington",295000,0,0.0,0,0
Spacious Entertainers Dream.....,Sonland Park,1200000,3,2.0,0,0
Lagoon View Plot,Cintsa East,350000,0,0.0,0,0
2 Beds 1 Bath Unit - Albertsdal,"Albertsdal, 44/Platinium Close 1",600000,2,1.0,1,0
A fantastic family home with plenty of space!,Risiville,1680000,5,4.0,1,0
3 Bedrooms 2 Baths Lenasia Ext 11,"Lenasia, 10301 Islamabad Avenue",1200000,3,2.0,2,2
River Front View in The Nature Estate,Vaal de Grace Golf Estate,450000,0,0.0,0,0
Chic and Trendy Townhouse,Kloof,3550000,3,2.5,0,0
A Delightful Compact Unit Well Priced,"Ashley, 6/9-11 SS Marian Corner Mariannhill Road",925000,2,1.0,1,0
Bargain Flats,Vanderbijlpark CW 1,370000,2,1.0,1,1
Try This For Size,C Place,1995000,5,4.0,1,0
Brand New Project,Boschdal,3500000,4,5.0,5,3
Location Location Location!!!,De Deur,860000,0,0.0,0,0
"Large one bed flat, Excellent price! - Quigney",Quigney,395000,1,1.0,1,0
3 Bedroom House with Preschool for Sale in Fish Hoek,"Fish Hoek, 4 Columbus Avenue",3295000,3,3.0,3,1
Commercial Investment !!!,Safari Gardens,6450000,0,0.0,0,0
Four Bedroom Family Home in Protea Heights,Protea Heights,1850000,4,2.0,0,0
The perfect starter home!,"Ferndale, 27/302c Fern River Avenue",850000,2,1.0,1,0
2 bedroom unit,Huttenheights,740000,2,2.0,1,0
Modern and Stylish 2 bedroom apartment in Solheim,Solheim,780000,2,1.0,0,0
2 Bedroom home in Joostenberg Kraaifontein,Joostenberg,1450000,2,1.0,1,0
A piece of paradise with a large home and cottage,"Hilton, 31 Dennis Shepstone",2200000,3,2.0,4,2
"Executive, state of the art home with magnificent sea views","La Lucia, 13 Gordon Drive",10995000,4,4.5,5,4
A winner by all standards,"Pennington, 13 Elizabeth Avenue",1390000,3,2.0,5,0
"Style, Class and Sophistication","Theresapark, 122/69 Leopard Road",916837,2,1.0,2,0
Modern apartment in Theresapark,"Theresapark, 48/69 Leopard street",699570,2,2.0,2,0
High Calibre Investment Opportunity!!,Withok Estate,2500000,4,2.0,2,0
Stunning Large Family home In Desirable Weybridge park,Weybridge Park,2500000,3,2.0,3,2
Stunning 4 bedroom property in Alberante Security Village!,"Alberante, 45 Joyce Street",4500000,4,3.0,3,4
Pretty-Sunny,St Francis Links,276000,0,0.0,0,0
Occupying a paecefull street position.,Sunair Park,1510000,4,2.0,2,2
3 Bedroom Townhouse,"Lyttelton Manor, 18/154 Cantonments",930000,3,1.0,1,0
Comfortable family home with spacious Granny Flat,"Northmead, 7 Tecoma Street",1850000,3,2.0,2,3
Stunning house on the banks of the Vaal River!,Theoville,4500000,4,3.0,3,6
"A well loved home - Light, bright and gorgeous!",Table View,1649000,2,1.0,2,0
"Early Viewing recommended, Beaches a stroll away","Willard Beach, Barrington/1 Gazelle Road",2490000,3,2.0,2,2
Lovely unit for sale in quiet complex - Mount Edgecombe,Mount Edgecombe,1575000,2,2.0,2,1
"Position, Privacy , Perfectuin",Vanderbijlpark SW 5,3560000,4,2.0,3,6
Outstanding value,Humansdorp,698000,3,2.0,3,0
Ideal for a small family,Sunnyridge,670000,2,1.0,3,0
Two Bedroom Townhouse,Young Park,400000,2,1.0,0,0
Lock up. . .and feel safe,Sunnyridge,750000,3,2.0,0,0
Sole Mandate !!,Observation Hill,1940000,5,4.0,0,0
Prime Property for Sale in Durban North,"Durban North, 41 Ennisdale Drive",4300000,3,2.0,2,2
Single level luxury in family friendly coastal estate,"Palm Lakes Estate, 434 Lake Hanna street",3495000,4,4.0,4,2
House(s) for Sale in Kommetjie,"Kommetjie, 18 Maree Close",5495000,7,5.0,6,3
Stunning family house,Cashan,4150000,5,4.0,4,4
Don't Miss Out On This Stunning Four Bedroom Home,Birdswood,1900000,4,3.0,3,2
2 Bedroom Apartment ready to go!!,"Marshalltown, 407/14 Harrison House",650000,2,2.5,3,0
Charming Home in Kempville,Piet Retief,749000,3,1.5,2,0
"Comfort,  Serenity and Class!",Eshowe Rural,1300000,3,3.0,2,0
Why RENT when you can BUY!!,"Marshalltown, 408/14 Harrison Street",650000,2,2.5,2,0
The perfect home for the perfect owner.,Colenso,689000,3,1.0,2,0
Sturdy north facing family home across from farmlands.,"Stilbaai Wes, 5 Denne laan",3200000,5,3.0,3,2
Exceptional home within De Zalze Golf Estate!,De Zalze Winelands Golf Estate,21250000,4,4.0,5,1
Your new home awaits,Amanzimtoti,1750000,3,2.0,5,0
Neat two bedroom apartment in popular Manhattan Mews,"Umhlanga Ridge, 69 Meridian Drive, A111 Manhattan Mews",1195000,2,1.0,1,0
Modern Contemporary - A haven of peace and tranquility,Dunblane Lifestyle & Equestrian Estate,14300000,4,5.0,5,6
Duplex Dream,Waterval East,1612500,3,2.0,5,0
Stunning House for a BIG family,Geelhoutpark,1550000,3,2.0,0,0
The perfect family home in a beautiful environment,"Klipfonteyn, 5 Rademeyer Street",1590000,3,2.0,2,1
"Spacious, Modern and Secure","Sydenham, 78 Villa Road",685000,2,1.0,0,0
Something different & spacious too - garden/pool/game room..,"Horison, 24 Swallow Street",1950000,5,3.0,3,2
Spacious 2 bed flat,Amanzimtoti,849000,2,1.0,1,1
2 Bedroom Apartment for sale,Oakglen,1060000,2,1.0,1,0
3 Bedroom modern family home in 24/7 secure estate,"Graanendal, 3 Slanghoekrivier",4700000,3,3.0,1,0
Perfect Simplex in popular complex.,"Elarduspark, 786 Kort Street ( Amatispark)",1490000,3,2.0,2,2
Charming 3 bedroom Home,"Glen Hills, 5 Allamanda Road",2250000,3,2.0,2,2
Completely Renovated,"Bisley, 209 Oribi Road",1250000,3,2.0,2,1
A Feel Good Family Home Amongst Leafy Serenity,"Bon Accord, 291 Noord Street",1488550,3,1.0,2,1
"Beautiful renovated open-plan, light and bright home.","La Lucia, 10 Timavo Drive",5000000,4,4.0,4,3
"Farmer""s dream !",Lamont Park,970000,4,2.0,2,2
"Looking for offers over R1,200.00",Sunninghill,1339000,2,2.0,2,0
Augusta Country Estate,Gillitts,2150000,3,2.0,2,1
Estate Living at its best,Hillcrest,3995000,4,2.0,2,0
New Development in Heidelberg,Heidelberg Proper,630000,3,1.0,1,0
Stunning and Spacious Home in Summerset Estate,"Summerset, 168/168 Summerset Estate, Garden Road",5500000,5,5.0,1,0
"Beautiful Ferncliffe Home - R2,650,000",Ferncliffe,2650000,3,2.5,1,0
Home Ownership Is Key,Evaton West,500000,2,1.0,1,0
Rare Find North Facing View Site over Golf Course,"Cotswold Downs Golf & Country Estate, 1889/76 Inanda Road",1895000,0,0.0,0,0
Exquisite and Charming Family Home,"Bredasdorp, 1 New street",2995000,5,4.0,5,2
Large and private property in excellent condition!,"Heidelberg, 41 Swart Street",2900000,4,3.0,5,0
2 Bedroom 1 Full Bathroom - Mayberry Park,"Mayberry Park, 11/2 Japonica Street",539000,2,1.0,1,0
Cute Townhouse,"Caversham Glen, 8/25 James Herbert Road",720000,2,1.0,0,0
"Scottsville - R2,550,000",Scottsville,2550000,8,3.0,3,0
Mafikeng CBD Flats,Mafikeng Central,13500000,58,31.0,0,0
"A well maintained 3 bedroom house , Stilfontein",Stilfontein,700000,3,1.0,1,1
Farm Style Living at its Best!!!,"The Coves, 188 Fish Eagle Cove",3500000,4,4.0,5,3
3 Bedroom Home For Sale on East Bank of Port Alfred,"East Bank, 18 Park Road",1095000,3,2.0,0,0
Exciting opportunity for a investor,Zwelitsha,880000,15,2.0,2,0
2 Bedroom Apartment,Oos Einde,730000,2,2.0,2,0
"Youve seen the rest ,now view the best",Dal Fouche,1370000,3,2.0,2,2
A Golden Opportunity.,Brakpan Central,860000,3,2.0,2,0
Enviable location in prime position,King Williams Town Industrial,580000,2,1.0,1,0
"Architecturally designed home, with no transfer duty payable","Vermont, 20 Saffron Crescent",2475000,3,2.0,2,2
This amazing home in the heart of kaffrarian heigths.,King Williams Town Central,2800000,5,3.0,3,2
Mmabatho Palms Flat,Mafikeng Central,1050000,2,2.0,2,0
Stunning erf within walking distance from the beach,"Klipfonteyn, 7 Rademeyer Street",300000,0,0.0,0,0
No Place Like Home,Sebokeng Zone 7,350000,2,1.0,0,0
Hurry Priced to sell!!!,"Douglasdale, 60 Niven Avenue",995000,2,1.0,1,0
One bedroom flat,Brenthurst,390000,1,1.0,0,0
Bargain Flats For You...,Vanderbijlpark CW 1,320000,2,1.0,1,1
A place to call home,"Equestria, 109/109 Griffiths Avenue",1310000,3,2.0,1,0
Prime Views,"Vaal Marina, 5 Banana Bay",1650000,3,2.0,1,0
Beach Gem!,Ferreira Town,975000,2,1.0,0,0
Beginner's Dream,Tlhabane West,790000,3,2.0,2,0
Ground Floor No Stairs Private Garden North Of Ontdekkers,"Horison, 7DaniellaC/12 Kite Street",600000,2,1.0,1,0
An opportunity to invest!,Amajuba Park,750000,3,1.0,1,1
2 Bedroom House For Sale in Mdantsane,Mdantsane Nu 11,470000,2,1.0,0,0
Entertainers Paradise.  Awesome for the larger Families.,"Faerie Glen, 402 New Hampshire",2695000,4,3.0,4,3
Westridge - 2 Bedroom Apartment,Westridge,765000,2,1.0,1,0
"3 Bedroom, 2 Bathroom Sunny Simplex (with flatlet)","Krugersdorp Central, 21ElanElea/1937 Main Reef Road",790000,3,2.0,2,0
Best Priced Ground Floor Unit In the Complex! Bargain!,Jansenpark,610000,2,1.0,1,0
Umbilo - 2 Bedroom Apartment,Umbilo,580000,2,1.0,1,0
North Beach - 2 .5  Bedroom Apartment,North Beach,1150000,2,1.0,1,0
Sparkling Sea Views!,Robberg Ridge,1065000,0,0.0,0,0
Magnificent Cluster In Sought After Valley View,"Helderkruin, 23ValleyVi/23 Dakota Avenue",2250000,3,2.0,2,2
Sun Rises And Ocean Breezes!,Robberg Ridge,1041000,0,0.0,0,0
Stunning modern cluster with awesome finishes.,"Union, 163 Jacoba",1175000,2,2.0,2,1
Westering R2 410 000,Westering,2410000,3,2.0,1,2
Exceptional Exclusive Lifestyle in Eldo Park,Eldo Park,6500000,5,5.0,5,5
The Tides Apartment with plenty appeal!,"Struisbaai, 1/90 Protea Road, Unit 1 The Tides",1850000,2,2.0,2,1
Revamp ME!,Parys,630000,3,1.5,2,0
Brand new home,Helderwyk,2400000,3,2.0,1,2
A winner for the Beginners!,Parys,699000,2,2.0,2,1
2 Bedroom house in Mdantsane,Mdantsane Nu 10,360000,2,1.0,1,0
Exclusive Home in Peaceful Surrounding's,Nelspruit,on 9495000,2,3.0,3,0
Beautiful Double Storey Designer House,Boschdal,2900000,5,3.0,4,2
Ripe for Renovation - Perfect location !,Parys,740000,3,2.0,2,0
Central stunning apartment in safe environment,"Scottburgh Central, 7/63 Tudor Gardens, Scott street",525000,1,1.0,1,1
Value for money - two homes on one stand,"Pennington, 5 Whale road",1500000,3,2.0,2,2
Perfect for investment and renting out!,Kempton Park Central,365000,2,1.0,1,0
ON SHOW  Hidden gem Exclusive Sole mandate,"Stellenbosch Central, 21 Herhold Street",2200000,3,1.0,1,0
Vanderbijlpark CW4: Ideal for Big Family,Vanderbijlpark CW 4,750000,4,2.0,2,1
Spacious living at its Best,Krugersrus,1477000,4,2.5,0,0
Location with a flexible resort Lifestyle,"Shelley Point, 21 Fountain cres",2060000,4,2.0,2,2
Vanderbijlpark SE 10: The Perfect Start,Vanderbijlpark SE 10,670000,2,2.0,2,1
Investment Opportunity  For A New Development.,Athlone Park,625000,1,1.0,1,0
Your ticket to carefree living.,"Santareme, 16 Esmaralda Road",495000,0,0.0,0,0
Spectacular and Free Standing,The Wilds,2300000,3,2.5,3,2
Renovated Goldie Oldie,"Randfontein Central, 154 Park North Street",895000,3,2.0,2,1
Three bedroom house for sale in Windmill Park!!!,Windmill Park,700000,3,2.0,2,0
A 2.5 bedroom apartment with 2 x parking bays,Bulwer,820000,2,1.0,1,0
Beginners Delight.,Boitekong,590000,2,1.0,1,0
North facing Beach front stand in Sandy Point,"St Helena Views, 117 Beach Road",1290000,0,0.0,0,0
A Needle In A Haystack!,Haasendal,1545000,3,2.0,0,0
Location! Location!,Wavecrest,2995000,6,4.0,0,0
Sleep 12 People,"Vaal Marina, 8425 Haring Street",1595000,3,1.0,0,0
Family Home or Office...,Raslouw,3990000,5,4.0,4,3
Two bedroom with 2 x bathrooms and covered parking,Durban Central,1385000,2,2.0,2,1
"Beautiful home for sale, in Kwanobuhle","Kwanobuhle, 33 Fundam Crescent",565000,3,1.0,1,0
Gentleman's Estate,Cashan,565000,0,0.0,0,0
Secure Living,Beacon Bay,395000,0,0.0,0,0
Secure Living,Beacon Bay,395000,0,0.0,0,0
Complex,Beacon Bay,395000,0,0.0,0,0
Secure Living,Beacon Bay,395000,0,0.0,0,0
Secure Living,Beacon Bay,395000,0,0.0,0,0
Secure Living,Beacon Bay,395000,0,0.0,0,0
Gated Complex,Beacon Bay,395000,0,0.0,0,0
Victoria Embankment Rental Income,Durban Central,450000,1,1.0,1,0
Secure Living,Beacon Bay,395000,0,0.0,0,0
A big family home!,Ventersdorp,940000,6,4.0,0,0
Complex,Beacon Bay,395000,0,0.0,0,0
"Purchase a tenanted unit - Receive R1,500 p/m for 12 months!","Klein Parys, 215/2 Lustigan Road",563330,1,1.0,1,0
Beacon Bay,Beacon Bay,395000,0,0.0,0,0
Only one left!,"Klein Parys, 2/2 Lustigan Road",675260,1,1.0,1,0
Quiet crescent stand,"Stilbaai Wes, 13 Jasmyn Crescent",800000,0,0.0,0,0
Secure living,Beacon Bay,395000,0,0.0,0,0
Purchase a tenanted unit,"Klein Parys, 5/2 Lustigan Road",731950,1,1.0,1,0
On the edge of the Fairway,"St Francis Links, 21 Carnoustie Way",795000,0,0.0,0,0
Townhouse in  Secured Complex,Anchorage Park,1250000,2,2.0,2,1
Easy living in the Winelands!,"Klein Parys, 1/4 Lustigan Road",731950,1,1.0,1,0
The ideal property for an investor,Springs Central,760000,4,4.0,4,0
2 Bedroom House in Amalinda,Amalinda,650000,2,1.0,1,0
A Home For Those Accustomed To First Class Living,Flora Gardens,2160000,4,3.0,4,2
Tuscan Beauty for sale in Vanes,"Vanes Estate, 8 Claredon",2785000,4,3.0,4,2
Neat two bedroom Flat,Arboretum,700000,2,1.0,0,0
Why Rent When You Can Own?,"Laser Park, 89EagleDaw/1 Zeiss Road",750000,3,2.0,2,1
Massive six bedroom home in Laudium,Laudium,2375000,6,4.5,4,2
Excellent Condition Property ......,Geelhoutpark,1730000,5,2.0,2,0
Agulhas Ocean Terrace - Unit 4,"Agulhas, 26 Main Road",2650000,2,2.0,2,1
Spacious duet in bo-dorp Rustenburg.,Rustenburg,1070000,3,3.0,3,2
Property with lots of Potential........,Oos Einde,999000,3,2.0,2,2
Spectacular home in Heuweloord!,"Heuweloord, 2/17 Mingerhout Avenue",1300000,3,2.0,2,0
Bargain Buy in Riverview Waterfront Estate in Port Alfred,"Riverview Water Front Estate, 15 William Reed Road, Riverview Waterfront Estate",200000,0,0.0,0,0
Family Home on the Royal Alfred Marina in Port Alfred,"Royal Alfred Marina, 59 Sea Lords Way",4250000,5,5.0,6,3
Prime Land across Orion Primary School,"Brackenhurst, 00 Brackenhurst",870000,0,0.0,0,0
Developers Dream 46ha Crossing Main Road!!!,"Daleside, 00 R557",11999000,0,0.0,0,0
What dreams are made of,"Freeland Park, 14 Woodford Road",2800000,7,6.0,7,2
15955sqm of Agricultural Land !!!!,"Golf View, 49 Second Street",850000,0,0.0,0,0
Great 2 Bedroom Flat in 15 Karen's Place,"Alberton North, 15/37 6th Avenue",680000,2,1.0,1,0
2 Bedroom Pet Friendly Apartment in Elandshaven,"Elandshaven, 30/32 Sandwich Bay Street",799000,2,2.0,2,0
The SECRET is out ...,Flamingo Vlei,3990000,5,3.0,2,0
A place you can call Home,"Fraaiuitsig, 5 Kaaimans ave",2290000,3,2.0,2,0
Big family home walking distance from  the river ! Location!,Parys,1700000,6,6.0,6,2
Home in Verwoerdpark,"Verwoerdpark, 71 Kritzinger Road",1895000,5,4.0,4,0
Stylish Modern Brand New Home,"Ballito Gardens Estate, 24 Kingfisher",4450000,3,3.0,4,2
Neat house for sale in Brackenhurst  1650 sq.m,Brackenhurst,1750000,3,2.0,4,0
Near The Waterfront - Leisure Bay- Erasmus Park,Erasmus Park,1320000,3,1.0,1,0
A superb home for the right price - Must be seen.,Dersley,1190000,3,2.0,1,0
Victoria Embankment Rental Income,Durban Central,470000,1,1.0,1,0
Westridge 2 beds with Garage,Glenwood,900000,2,1.0,1,1
"Affordable home in The Orchards, Akasia","The Orchards, 11 Scott street",750000,3,2.0,2,0
Executive Calypso Beachfront home,"Calypso Beach, 18 Urania",,5,5.0,6,2
Gracious at The Gates,Hilton,5995000,4,4.0,6,2
A new beginning at The Gates at Hilton,Hilton,6495000,4,4.0,6,2
At the edge of the sea,Port St Francis,2650000,2,2.0,0,0
Lock up and go lifestlye in sought after complex!,Greenstone Hill,925000,2,1.0,0,0
A place to hang your heart.,Montage,1575000 ,2,2.0,0,0
Opportunity Galore,Hilton,4998000 ,12,14.0,14,2
Income booster just outside Vanderbijlpark!,Vaalview,2380000,3,2.0,2,0
A small holding with lots of extra income potential,Nanescol,1780000,3,3.0,3,2
A Picture Of Good Taste And Style,Vanderbijlpark SW 2,2000000,4,2.0,3,2
Beautiful  2 bedroom townhouse!,Vanderbijlpark CW 3,780000,2,2.0,2,1
Golf Frontage,"Simbithi Eco Estate, 8 Toad Tree",9750000,4,4.5,5,4
Solid Family Home & Affordably Yours,"Swellendam, 34 Somerset Street",2390000,4,1.0,2,1
"Lovely, spacious apartment home in Benmore","Benmore Gardens, 208/2 Vickie Avenue",1699000,2,2.0,2,0
Beautiful Family Home in Neat Estate,"Buccleuch, 13/8 Chimes Square, Allison Avenue",1795000,4,2.0,2,2
Beautiful plots in Beacon Bay,Beacon Bay,395000,0,0.0,0,0
One bedroom apartment in Mossel Bay,Mossel Bay Central,475000,1,1.0,1,0
"Best buy on the Golden Mile, Spectacular views","Strand North, 1102/171 Beach",4295000,2,2.0,3,0
A Lynnwood Gem!,Lynnwood,3400000,3,2.5,3,0
Contemporary Apartment,"Shakas Rock, 14 San Marino",2500000,3,2.0,2,1
Secure Plot in Beacon Bay,Beacon Bay,395000,0,0.0,0,0
Secure Living in Beacon Bay,Beacon Bay,395000,0,0.0,0,0
Plot in Beacon Bay,Beacon Bay,395000,0,0.0,0,0
Vacant land bordering golf course,Pearl Valley at Val De Vie,3500000,0,0.0,0,0
Supreme Family Home at Prime Address!,Clydesdale,3300000,4,4.0,0,0
Immaculate newly renovated apartment,Windermere,1425000,2,2.0,2,0
Immaculate newly renovated apartment,Windermere,1425000,2,2.0,2,0
"Magnificent, well designed apartment with lovely views",Glenwood,860000,2,1.0,1,0
"Wonderful convenience in this open plan 2,5 bedroom unit",Glenwood,945000,2,1.0,1,0
6 Bedroom Home plus Granny flat in Wembley,"Wembley, 20 Bellewan Road",4950000,6,4.0,1,0
Southernwood - Good Investment opportunity & Price Neg,"Southernwood, 10 Nahoon Road",1100000,4,1.0,2,0
Newly Renovated Apartment/Flat in New Market Park,"New Market Park, 121/6 Findhorn street",950000,2,1.0,1,0
"3 Bedroom House For Sale in Voëlklip, Hermanus","Voelklip, 226 7th Street",2500000,3,1.0,2,2
Property For Grabs,Vanderbijlpark CW 5,370000,2,1.0,2,0
Spectacular Single Storey Home bordering vineyards,Val de Vie Estate,7590000,4,2.0,2,0
Land in Milnerdale,"Hilton, 3/15 Dennis Shepstone Drive",550000,0,0.0,0,0
Family Home in Pelham,Pelham,1400000,4,3.0,3,1
Come to view this property and be surprised!,Melkbosstrand Central,2795000,3,2.0,2,2
Just listed in Kwandengezi!!,"Kwandengezi, 74 Desai Crescent",680000,2,2.0,2,0
Beutiful Modern 3 Bedroom Cluster with everything to offer,Glenanda,1575000,3,2.0,2,0
"Buy the land, build your own.",Larnarco Estate,495000,0,0.0,0,0
3 Bedroom house,Unitas Park,850000,3,2.0,0,0
Price Reduced,Brakpan North,892000,2,1.5,0,0
Good investment opportunity!!!,"Malvern, 7/24 Pinedale Road",750000,2,1.0,0,0
Wake up to this sunrise every morning ...,"Constantia Kloof, 43Cumlaude/130 Constantia Drive",1325000,3,2.0,2,2
"Spacius house and flat, Stilfontein.",Stilfontein,745000,4,2.0,2,0
Upmarket townhouse in Three Rivers,Three Rivers,780000,2,2.0,2,1
Retirement Living with a Difference,"Faerie Glen, 23/628 Koedoeberg Road",2530000,2,2.0,3,1
3 bedroom apartment in Quigney,Quigney,on 650000,3,1.0,1,0
